"core_id","latitude","longitude","depth_top","depth_bottom","soc","bulk_density"
"COMP_013",45.2010041301876,-74.3819271937695,40,60,25.5258461289375,1.34219397909533
"COMP_013",45.2010041301876,-74.3819271937695,60,80,16.8798162703504,1.54598247383368
"COMP_013",45.2010041301876,-74.3819271937695,80,100,23.4172098802101,1.72568878490739
"COMP_014",44.9580834502289,-75.0828659203055,0,20,82.7914281451313,0.934174243358927
"COMP_014",44.9580834502289,-75.0828659203055,20,40,40.1057411450943,1.01798961438589
"COMP_014",44.9580834502289,-75.0828659203055,40,60,42.8841756222193,1.19535533429418
"COMP_014",44.9580834502289,-75.0828659203055,60,80,26.3245491444567,1.51836815093029
"COMP_014",44.9580834502289,-75.0828659203055,80,100,36.4485247943374,1.67543829777505
"COMP_015",44.6949207834462,-75.9450824115779,0,20,75.0951316593086,0.688844838026354
"COMP_015",44.6949207834462,-75.9450824115779,20,40,55.784932524905,0.94134000220647
"COMP_015",44.6949207834462,-75.9450824115779,40,60,37.3777535672757,1.17695389258557
"COMP_015",44.6949207834462,-75.9450824115779,60,80,26.1067377175102,1.43984636383768
"COMP_015",44.6949207834462,-75.9450824115779,80,100,14.7998368596655,1.79076338728245
